"date","site","block","treatment","quad","species","tissue","biomass_category","growth_form","mass_g"
2012-08-01,"MAT06","3","CT","4","Luzula sp.","rhizome","below","Graminoids",0
2012-08-01,"MAT06","3","CT","5","Luzula sp.","rhizome","below","Graminoids",0
2012-08-01,"MAT06","1","CT","1","Luzula sp.","standing dead","litter","Graminoids",0
2012-08-01,"MAT06","1","CT","2","Luzula sp.","standing dead","litter","Graminoids",0
2012-08-01,"MAT06","1","CT","3","Luzula sp.","standing dead","litter","Graminoids",0
2012-08-01,"MAT06","1","CT","4","Luzula sp.","standing dead","litter","Graminoids",0
2012-08-01,"MAT06","1","CT","5","Luzula sp.","standing dead","litter","Graminoids",0
2012-08-01,"MAT06","2","CT","1","Luzula sp.","standing dead","litter","Graminoids",0
2012-08-01,"MAT06","2","CT","2","Luzula sp.","standing dead","litter","Graminoids",0
2012-08-01,"MAT06","2","CT","3","Luzula sp.","standing dead","litter","Graminoids",0.249
2012-08-01,"MAT06","2","CT","4","Luzula sp.","standing dead","litter","Graminoids",0
2012-08-01,"MAT06","2","CT","5","Luzula sp.","standing dead","litter","Graminoids",2.447
2012-08-01,"MAT06","3","CT","1","Luzula sp.","standing dead","litter","Graminoids",0
2012-08-01,"MAT06","3","CT","2","Luzula sp.","standing dead","litter","Graminoids",0
2012-08-01,"MAT06","3","CT","3","Luzula sp.","standing dead","litter","Graminoids",0
2012-08-01,"MAT06","3","CT","4","Luzula sp.","standing dead","litter","Graminoids",0
2012-08-01,"MAT06","3","CT","5","Luzula sp.","standing dead","litter","Graminoids",0
2012-08-01,"MAT06","1","CT","1","Betula nana","new leaves","new above","Deciduous",2.428
2012-08-01,"MAT06","1","CT","2","Betula nana","new leaves","new above","Deciduous",0.251
2012-08-01,"MAT06","1","CT","3","Betula nana","new leaves","new above","Deciduous",0
2012-08-01,"MAT06","1","CT","4","Betula nana","new leaves","new above","Deciduous",0
2012-08-01,"MAT06","1","CT","5","Betula nana","new leaves","new above","Deciduous",0
2012-08-01,"MAT06","2","CT","1","Betula nana","new leaves","new above","Deciduous",0.495
2012-08-01,"MAT06","2","CT","2","Betula nana","new leaves","new above","Deciduous",0.823
2012-08-01,"MAT06","2","CT","3","Betula nana","new leaves","new above","Deciduous",0
2012-08-01,"MAT06","2","CT","4","Betula nana","new leaves","new above","Deciduous",0.14
2012-08-01,"MAT06","2","CT","5","Betula nana","new leaves","new above","Deciduous",0
2012-08-01,"MAT06","3","CT","1","Betula nana","new leaves","new above","Deciduous",0
2012-08-01,"MAT06","3","CT","2","Betula nana","new leaves","new above","Deciduous",0.115
2012-08-01,"MAT06","3","CT","3","Betula nana","new leaves","new above","Deciduous",1.376
2012-08-01,"MAT06","3","CT","4","Betula nana","new leaves","new above","Deciduous",0
2012-08-01,"MAT06","3","CT","5","Betula nana","new leaves","new above","Deciduous",0.286
2012-08-01,"MAT06","1","CT","1","Betula nana","new stems","new above","Deciduous",0.327
2012-08-01,"MAT06","1","CT","2","Betula nana","new stems","new above","Deciduous",0.057
2012-08-01,"MAT06","1","CT","3","Betula nana","new stems","new above","Deciduous",0
2012-08-01,"MAT06","1","CT","4","Betula nana","new stems","new above","Deciduous",0
2012-08-01,"MAT06","1","CT","5","Betula nana","new stems","new above","Deciduous",0
2012-08-01,"MAT06","2","CT","1","Betula nana","new stems","new above","Deciduous",0.18
2012-08-01,"MAT06","2","CT","2","Betula nana","new stems","new above","Deciduous",0.35
2012-08-01,"MAT06","2","CT","3","Betula nana","new stems","new above","Deciduous",0
2012-08-01,"MAT06","2","CT","4","Betula nana","new stems","new above","Deciduous",0.077
2012-08-01,"MAT06","2","CT","5","Betula nana","new stems","new above","Deciduous",0
2012-08-01,"MAT06","3","CT","1","Betula nana","new stems","new above","Deciduous",0
2012-08-01,"MAT06","3","CT","2","Betula nana","new stems","new above","Deciduous",0.02
2012-08-01,"MAT06","3","CT","3","Betula nana","new stems","new above","Deciduous",0.358
2012-08-01,"MAT06","3","CT","4","Betula nana","new stems","new above","Deciduous",0
2012-08-01,"MAT06","3","CT","5","Betula nana","new stems","new above","Deciduous",0.052
2012-08-01,"MAT06","1","CT","1","Betula nana","old stems","old above","Deciduous",2.775
2012-08-01,"MAT06","1","CT","2","Betula nana","old stems","old above","Deciduous",0.422
2012-08-01,"MAT06","1","CT","3","Betula nana","old stems","old above","Deciduous",0
2012-08-01,"MAT06","1","CT","4","Betula nana","old stems","old above","Deciduous",0
2012-08-01,"MAT06","1","CT","5","Betula nana","old stems","old above","Deciduous",0
2012-08-01,"MAT06","2","CT","1","Betula nana","old stems","old above","Deciduous",4.23
2012-08-01,"MAT06","2","CT","2","Betula nana","old stems","old above","Deciduous",3.783
2012-08-01,"MAT06","2","CT","3","Betula nana","old stems","old above","Deciduous",0
2012-08-01,"MAT06","2","CT","4","Betula nana","old stems","old above","Deciduous",0
2012-08-01,"MAT06","2","CT","5","Betula nana","old stems","old above","Deciduous",0
2012-08-01,"MAT06","3","CT","1","Betula nana","old stems","old above","Deciduous",0
2012-08-01,"MAT06","3","CT","2","Betula nana","old stems","old above","Deciduous",0.739
2012-08-01,"MAT06","3","CT","3","Betula nana","old stems","old above","Deciduous",7.87
2012-08-01,"MAT06","3","CT","4","Betula nana","old stems","old above","Deciduous",0
2012-08-01,"MAT06","3","CT","5","Betula nana","old stems","old above","Deciduous",0.17
2012-08-01,"MAT06","1","CT","1","Betula nana","inflor.","new above","Deciduous",0
2012-08-01,"MAT06","1","CT","2","Betula nana","inflor.","new above","Deciduous",0
2012-08-01,"MAT06","1","CT","3","Betula nana","inflor.","new above","Deciduous",0
2012-08-01,"MAT06","1","CT","4","Betula nana","inflor.","new above","Deciduous",0
2012-08-01,"MAT06","1","CT","5","Betula nana","inflor.","new above","Deciduous",0
2012-08-01,"MAT06","2","CT","1","Betula nana","inflor.","new above","Deciduous",0
2012-08-01,"MAT06","2","CT","2","Betula nana","inflor.","new above","Deciduous",0
2012-08-01,"MAT06","2","CT","3","Betula nana","inflor.","new above","Deciduous",0
2012-08-01,"MAT06","2","CT","4","Betula nana","inflor.","new above","Deciduous",0
2012-08-01,"MAT06","2","CT","5","Betula nana","inflor.","new above","Deciduous",0
2012-08-01,"MAT06","3","CT","1","Betula nana","inflor.","new above","Deciduous",0
2012-08-01,"MAT06","3","CT","2","Betula nana","inflor.","new above","Deciduous",0
2012-08-01,"MAT06","3","CT","3","Betula nana","inflor.","new above","Deciduous",0.005
2012-08-01,"MAT06","3","CT","4","Betula nana","inflor.","new above","Deciduous",0
2012-08-01,"MAT06","3","CT","5","Betula nana","inflor.","new above","Deciduous",0
2012-08-01,"MAT06","1","CT","1","Betula nana","Below stems","below","Deciduous",11.682
2012-08-01,"MAT06","1","CT","2","Betula nana","Below stems","below","Deciduous",0.629
2012-08-01,"MAT06","1","CT","3","Betula nana","Below stems","below","Deciduous",0
2012-08-01,"MAT06","1","CT","4","Betula nana","Below stems","below","Deciduous",0
2012-08-01,"MAT06","1","CT","5","Betula nana","Below stems","below","Deciduous",0
2012-08-01,"MAT06","2","CT","1","Betula nana","Below stems","below","Deciduous",9.171
2012-08-01,"MAT06","2","CT","2","Betula nana","Below stems","below","Deciduous",13.64
2012-08-01,"MAT06","2","CT","3","Betula nana","Below stems","below","Deciduous",0
2012-08-01,"MAT06","2","CT","4","Betula nana","Below stems","below","Deciduous",17.012
2012-08-01,"MAT06","2","CT","5","Betula nana","Below stems","below","Deciduous",0
2012-08-01,"MAT06","3","CT","1","Betula nana","Below stems","below","Deciduous",0
2012-08-01,"MAT06","3","CT","2","Betula nana","Below stems","below","Deciduous",0.911
2012-08-01,"MAT06","3","CT","3","Betula nana","Below stems","below","Deciduous",9.772
2012-08-01,"MAT06","3","CT","4","Betula nana","Below stems","below","Deciduous",5.931
2012-08-01,"MAT06","3","CT","5","Betula nana","Below stems","below","Deciduous",2.567
2012-08-01,"MAT06","1","CT","1","Salix pulchra","new leaves","new above","Deciduous",0
2012-08-01,"MAT06","1","CT","2","Salix pulchra","new leaves","new above","Deciduous",0
2012-08-01,"MAT06","1","CT","3","Salix pulchra","new leaves","new above","Deciduous",0
2012-08-01,"MAT06","1","CT","4","Salix pulchra","new leaves","new above","Deciduous",0
2012-08-01,"MAT06","1","CT","5","Salix pulchra","new leaves","new above","Deciduous",0
2012-08-01,"MAT06","2","CT","1","Salix pulchra","new leaves","new above","Deciduous",0
2012-08-01,"MAT06","2","CT","2","Salix pulchra","new leaves","new above","Deciduous",0
2012-08-01,"MAT06","2","CT","3","Salix pulchra","new leaves","new above","Deciduous",0
2012-08-01,"MAT06","2","CT","4","Salix pulchra","new leaves","new above","Deciduous",0
2012-08-01,"MAT06","2","CT","5","Salix pulchra","new leaves","new above","Deciduous",0
2012-08-01,"MAT06","3","CT","1","Salix pulchra","new leaves","new above","Deciduous",0
2012-08-01,"MAT06","3","CT","2","Salix pulchra","new leaves","new above","Deciduous",0
2012-08-01,"MAT06","3","CT","3","Salix pulchra","new leaves","new above","Deciduous",0
2012-08-01,"MAT06","3","CT","4","Salix pulchra","new leaves","new above","Deciduous",0
2012-08-01,"MAT06","3","CT","5","Salix pulchra","new leaves","new above","Deciduous",0
2012-08-01,"MAT06","1","CT","1","Salix pulchra","new stems","new above","Deciduous",0
2012-08-01,"MAT06","1","CT","2","Salix pulchra","new stems","new above","Deciduous",0
2012-08-01,"MAT06","1","CT","3","Salix pulchra","new stems","new above","Deciduous",0
2012-08-01,"MAT06","1","CT","4","Salix pulchra","new stems","new above","Deciduous",0
2012-08-01,"MAT06","1","CT","5","Salix pulchra","new stems","new above","Deciduous",0
2012-08-01,"MAT06","2","CT","1","Salix pulchra","new stems","new above","Deciduous",0
2012-08-01,"MAT06","2","CT","2","Salix pulchra","new stems","new above","Deciduous",0
2012-08-01,"MAT06","2","CT","3","Salix pulchra","new stems","new above","Deciduous",0
2012-08-01,"MAT06","2","CT","4","Salix pulchra","new stems","new above","Deciduous",0
2012-08-01,"MAT06","2","CT","5","Salix pulchra","new stems","new above","Deciduous",0
2012-08-01,"MAT06","3","CT","1","Salix pulchra","new stems","new above","Deciduous",0
2012-08-01,"MAT06","3","CT","2","Salix pulchra","new stems","new above","Deciduous",0
2012-08-01,"MAT06","3","CT","3","Salix pulchra","new stems","new above","Deciduous",0
2012-08-01,"MAT06","3","CT","4","Salix pulchra","new stems","new above","Deciduous",0
2012-08-01,"MAT06","3","CT","5","Salix pulchra","new stems","new above","Deciduous",0
2012-08-01,"MAT06","1","CT","1","Salix pulchra","old stems","old above","Deciduous",0
2012-08-01,"MAT06","1","CT","2","Salix pulchra","old stems","old above","Deciduous",0
2012-08-01,"MAT06","1","CT","3","Salix pulchra","old stems","old above","Deciduous",0
2012-08-01,"MAT06","1","CT","4","Salix pulchra","old stems","old above","Deciduous",0
2012-08-01,"MAT06","1","CT","5","Salix pulchra","old stems","old above","Deciduous",0
2012-08-01,"MAT06","2","CT","1","Salix pulchra","old stems","old above","Deciduous",0
2012-08-01,"MAT06","2","CT","2","Salix pulchra","old stems","old above","Deciduous",0
2012-08-01,"MAT06","2","CT","3","Salix pulchra","old stems","old above","Deciduous",0
2012-08-01,"MAT06","2","CT","4","Salix pulchra","old stems","old above","Deciduous",0
2012-08-01,"MAT06","2","CT","5","Salix pulchra","old stems","old above","Deciduous",0
2012-08-01,"MAT06","3","CT","1","Salix pulchra","old stems","old above","Deciduous",0
2012-08-01,"MAT06","3","CT","2","Salix pulchra","old stems","old above","Deciduous",0
2012-08-01,"MAT06","3","CT","3","Salix pulchra","old stems","old above","Deciduous",0
2012-08-01,"MAT06","3","CT","4","Salix pulchra","old stems","old above","Deciduous",0
2012-08-01,"MAT06","3","CT","5","Salix pulchra","old stems","old above","Deciduous",0
2012-08-01,"MAT06","1","CT","1","Salix pulchra","inflor.","new above","Deciduous",0
2012-08-01,"MAT06","1","CT","2","Salix pulchra","inflor.","new above","Deciduous",0
2012-08-01,"MAT06","1","CT","3","Salix pulchra","inflor.","new above","Deciduous",0
2012-08-01,"MAT06","1","CT","4","Salix pulchra","inflor.","new above","Deciduous",0
2012-08-01,"MAT06","1","CT","5","Salix pulchra","inflor.","new above","Deciduous",0
2012-08-01,"MAT06","2","CT","1","Salix pulchra","inflor.","new above","Deciduous",0
2012-08-01,"MAT06","2","CT","2","Salix pulchra","inflor.","new above","Deciduous",0
2012-08-01,"MAT06","2","CT","3","Salix pulchra","inflor.","new above","Deciduous",0
2012-08-01,"MAT06","2","CT","4","Salix pulchra","inflor.","new above","Deciduous",0
2012-08-01,"MAT06","2","CT","5","Salix pulchra","inflor.","new above","Deciduous",0
2012-08-01,"MAT06","3","CT","1","Salix pulchra","inflor.","new above","Deciduous",0
2012-08-01,"MAT06","3","CT","2","Salix pulchra","inflor.","new above","Deciduous",0
2012-08-01,"MAT06","3","CT","3","Salix pulchra","inflor.","new above","Deciduous",0
2012-08-01,"MAT06","3","CT","4","Salix pulchra","inflor.","new above","Deciduous",0
2012-08-01,"MAT06","3","CT","5","Salix pulchra","inflor.","new above","Deciduous",0
2012-08-01,"MAT06","1","CT","1","Salix pulchra","Below stems","below","Deciduous",0
2012-08-01,"MAT06","1","CT","2","Salix pulchra","Below stems","below","Deciduous",0
2012-08-01,"MAT06","1","CT","3","Salix pulchra","Below stems","below","Deciduous",0
2012-08-01,"MAT06","1","CT","4","Salix pulchra","Below stems","below","Deciduous",0
2012-08-01,"MAT06","1","CT","5","Salix pulchra","Below stems","below","Deciduous",0
2012-08-01,"MAT06","2","CT","1","Salix pulchra","Below stems","below","Deciduous",0
2012-08-01,"MAT06","2","CT","2","Salix pulchra","Below stems","below","Deciduous",0
2012-08-01,"MAT06","2","CT","3","Salix pulchra","Below stems","below","Deciduous",0
2012-08-01,"MAT06","2","CT","4","Salix pulchra","Below stems","below","Deciduous",0
2012-08-01,"MAT06","2","CT","5","Salix pulchra","Below stems","below","Deciduous",0
2012-08-01,"MAT06","3","CT","1","Salix pulchra","Below stems","below","Deciduous",0.63
2012-08-01,"MAT06","3","CT","2","Salix pulchra","Below stems","below","Deciduous",0
2012-08-01,"MAT06","3","CT","3","Salix pulchra","Below stems","below","Deciduous",0
2012-08-01,"MAT06","3","CT","4","Salix pulchra","Below stems","below","Deciduous",0
2012-08-01,"MAT06","3","CT","5","Salix pulchra","Below stems","below","Deciduous",0
2012-08-01,"MAT06","1","CT","1","Vaccinium uliginosum","new leaves","new above","Deciduous",0
2012-08-01,"MAT06","1","CT","2","Vaccinium uliginosum","new leaves","new above","Deciduous",0
2012-08-01,"MAT06","1","CT","3","Vaccinium uliginosum","new leaves","new above","Deciduous",0
2012-08-01,"MAT06","1","CT","4","Vaccinium uliginosum","new leaves","new above","Deciduous",0
2012-08-01,"MAT06","1","CT","5","Vaccinium uliginosum","new leaves","new above","Deciduous",0
2012-08-01,"MAT06","2","CT","1","Vaccinium uliginosum","new leaves","new above","Deciduous",0
2012-08-01,"MAT06","2","CT","2","Vaccinium uliginosum","new leaves","new above","Deciduous",0
2012-08-01,"MAT06","2","CT","3","Vaccinium uliginosum","new leaves","new above","Deciduous",0
2012-08-01,"MAT06","2","CT","4","Vaccinium uliginosum","new leaves","new above","Deciduous",0.022
2012-08-01,"MAT06","2","CT","5","Vaccinium uliginosum","new leaves","new above","Deciduous",0.008
2012-08-01,"MAT06","3","CT","1","Vaccinium uliginosum","new leaves","new above","Deciduous",0
2012-08-01,"MAT06","3","CT","2","Vaccinium uliginosum","new leaves","new above","Deciduous",0
2012-08-01,"MAT06","3","CT","3","Vaccinium uliginosum","new leaves","new above","Deciduous",0.148
2012-08-01,"MAT06","3","CT","4","Vaccinium uliginosum","new leaves","new above","Deciduous",0.54
2012-08-01,"MAT06","3","CT","5","Vaccinium uliginosum","new leaves","new above","Deciduous",0
2012-08-01,"MAT06","1","CT","1","Vaccinium uliginosum","new stems","new above","Deciduous",0
2012-08-01,"MAT06","1","CT","2","Vaccinium uliginosum","new stems","new above","Deciduous",0
2012-08-01,"MAT06","1","CT","3","Vaccinium uliginosum","new stems","new above","Deciduous",0
2012-08-01,"MAT06","1","CT","4","Vaccinium uliginosum","new stems","new above","Deciduous",0
2012-08-01,"MAT06","1","CT","5","Vaccinium uliginosum","new stems","new above","Deciduous",0
2012-08-01,"MAT06","2","CT","1","Vaccinium uliginosum","new stems","new above","Deciduous",0
2012-08-01,"MAT06","2","CT","2","Vaccinium uliginosum","new stems","new above","Deciduous",0
2012-08-01,"MAT06","2","CT","3","Vaccinium uliginosum","new stems","new above","Deciduous",0
2012-08-01,"MAT06","2","CT","4","Vaccinium uliginosum","new stems","new above","Deciduous",0.015
2012-08-01,"MAT06","2","CT","5","Vaccinium uliginosum","new stems","new above","Deciduous",0.018
2012-08-01,"MAT06","3","CT","1","Vaccinium uliginosum","new stems","new above","Deciduous",0
2012-08-01,"MAT06","3","CT","2","Vaccinium uliginosum","new stems","new above","Deciduous",0
2012-08-01,"MAT06","3","CT","3","Vaccinium uliginosum","new stems","new above","Deciduous",0.048
2012-08-01,"MAT06","3","CT","4","Vaccinium uliginosum","new stems","new above","Deciduous",0.474
2012-08-01,"MAT06","3","CT","5","Vaccinium uliginosum","new stems","new above","Deciduous",0
2012-08-01,"MAT06","1","CT","1","Vaccinium uliginosum","old stems","old above","Deciduous",0
2012-08-01,"MAT06","1","CT","2","Vaccinium uliginosum","old stems","old above","Deciduous",0
2012-08-01,"MAT06","1","CT","3","Vaccinium uliginosum","old stems","old above","Deciduous",0
2012-08-01,"MAT06","1","CT","4","Vaccinium uliginosum","old stems","old above","Deciduous",0
2012-08-01,"MAT06","1","CT","5","Vaccinium uliginosum","old stems","old above","Deciduous",0
2012-08-01,"MAT06","2","CT","1","Vaccinium uliginosum","old stems","old above","Deciduous",0
2012-08-01,"MAT06","2","CT","2","Vaccinium uliginosum","old stems","old above","Deciduous",0
2012-08-01,"MAT06","2","CT","3","Vaccinium uliginosum","old stems","old above","Deciduous",0
2012-08-01,"MAT06","2","CT","4","Vaccinium uliginosum","old stems","old above","Deciduous",0.073
